CANDIDATE	STATUS	ITER	VOTES	NTV	QUOTA	KEEP
KNIGHT Steph	elected	1	795	0	566.142857143	0.556428396
HERBERT Richard	elected	1	700	0	566.142857143	0.597773819
HANSEN Graeme	elected	1	582	0	566.142857143	0.687040769
PARKINSON Robyn	elected	5	578.431406239	137.18712389	546.544696588	0.885528602
LACY Jackson	elected	7	549.244776512	168.87939981	542.017228599	0.974491972
SCOTT Anna	elected	9	544.775802685	178.70039224	540.614229681	1
HEWETT Damian	excluded	9	519.151090745	178.70039224	540.614229681	0
PETERS John	excluded	4	298.050464355	72.640331848	555.765666879	0
THURSTON Bronwyn	excluded	3	195.563950151	40.294801625	560.386456911	0
